Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Utah;US;2020-03-21T23:13:17;136;0;0
Gansu;China;2020-03-21T03:13:13;134;2;113
Shanxi;China;2020-03-13T11:09:03;133;0;133
Alabama;US;2020-03-21T23:13:18;131;0;0
Indiana;US;2020-03-21T23:13:18;128;4;0
Liaoning;China;2020-03-20T01:43:03;126;2;122
;Latvia;2020-03-21T12:13:19;124;0;1
Arkansas;US;2020-03-21T23:13:17;122;0;0
Arizona;US;2020-03-21T23:13:18;118;1;0
;Costa Rica;2020-03-21T20:43:02;117;2;2
Oregon;US;2020-03-21T23:13:18;114;5;0
;Dominican Republic;2020-03-21T15:13:45;112;2;0
;Uruguay;2020-03-21T12:13:19;110;0;0
;Hungary;2020-03-21T12:13:19;103;4;7
;Morocco;2020-03-21T20:43:02;96;3;3
;Vietnam;2020-03-21T17:43:03;94;0;17
;Bosnia and Herzegovina;2020-03-21T17:43:03;93;1;2
Jilin;China;2020-03-16T00:22:10;93;1;92
Faroe Islands;Denmark;2020-03-21T12:43:08;92;0;0
Western Australia;Australia;2020-03-21T13:13:35;90;1;0
;Andorra;2020-03-21T15:13:45;88;0;1
Kentucky;US;2020-03-21T23:13:17;87;3;0
;Jordan;2020-03-20T20:43:02;85;0;1
;North Macedonia;2020-03-21T17:43:03;85;0;1
;Cyprus;2020-03-21T17:43:03;84;0;0
;Brunei;2020-03-21T12:43:08;83;0;2
;Lithuania;2020-03-21T17:43:03;83;1;1
;Moldova;2020-03-21T17:43:03;80;1;1
;Sri Lanka;2020-03-21T17:43:03;77;0;1
District of Columbia;US;2020-03-21T02:43:03;77;1;0
;Albania;2020-03-21T12:43:08;76;2;2
;Belarus;2020-03-21T20:43:03;76;0;15
Xinjiang;China;2020-03-11T02:18:14;76;3;73
Inner Mongolia;China;2020-03-19T01:03:02;75;1;74
Ningxia;China;2020-03-16T14:38:45;75;0;75
Missouri;US;2020-03-21T17:43:03;74;3;0
;Malta;2020-03-21T15:13:45;73;0;2
Maine;US;2020-03-21T23:13:18;70;0;0
;Venezuela;2020-03-21T20:43:03;70;0;0
Iowa;US;2020-03-21T19:43:03;68;0;0
South Australia;Australia;2020-03-21T13:13:35;67;0;3
Rhode Island;US;2020-03-21T19:43:03;66;0;0
;Burkina Faso;2020-03-21T13:13:32;64;2;5
;Tunisia;2020-03-21T15:13:45;60;1;0
Kansas;US;2020-03-21T23:13:18;57;2;0
New Hampshire;US;2020-03-21T00:13:22;55;0;0
;Azerbaijan;2020-03-21T20:43:03;53;1;11
;Cambodia;2020-03-21T17:43:03;53;0;1
;Guadeloupe;2020-03-21T13:13:35;53;0;0
;Kazakhstan;2020-03-21T12:43:08;53;0;0
Oklahoma;US;2020-03-21T17:43:03;53;1;0
;New Zealand;2020-03-21T02:13:32;52;0;0
;Oman;2020-03-21T12:43:08;52;0;12
;Georgia;2020-03-21T17:43:03;49;0;1
;Trinidad and Tobago;2020-03-21T17:43:03;49;0;1
Diamond Princess;US;2020-03-20T19:43:03;49;0;0
;Senegal;2020-03-21T01:43:03;47;0;5
;Ukraine;2020-03-21T21:13:10;47;3;1
;Reunion;2020-03-21T13:13:35;45;0;0
Delaware;US;2020-03-21T23:13:18;45;0;0
New Mexico;US;2020-03-20T21:43:03;43;0;0
;Uzbekistan;2020-03-21T21:13:10;43;0;0
Nebraska;US;2020-03-21T17:43:03;38;0;0
;Liechtenstein;2020-03-21T12:43:08;37;0;0
Hawaii;US;2020-03-21T02:43:03;37;0;0
Idaho;US;2020-03-21T02:43:03;36;0;0
;Martinique;2020-03-20T10:13:37;32;1;0
Channel Islands;United Kingdom;2020-03-21T21:13:29;32;0;0
Vermont;US;2020-03-20T21:43:03;29;2;0
North Dakota;US;2020-03-21T23:13:18;28;0;0
;Cameroon;2020-03-21T12:43:08;27;0;0
Saskatchewan;Canada;2020-03-21T02:43:03;26;0;0
;Bangladesh;2020-03-21T12:43:08;25;2;3
;Afghanistan;2020-03-20T14:43:04;24;0;1
;Honduras;2020-03-20T14:13:08;24;0;0
;Congo (Kinshasa);2020-03-21T12:43:08;23;1;0
Grand Princess;US;2020-03-20T19:43:03;23;0;0
Wyoming;US;2020-03-21T19:43:03;23;0;0
;Nigeria;2020-03-21T15:13:46;22;0;1
Nova Scotia;Canada;2020-03-21T21:13:30;21;0;0
;Cuba;2020-03-21T02:13:32;21;1;0
Montana;US;2020-03-21T17:43:03;21;0;0
Puerto Rico;US;2020-03-21T19:43:03;21;1;0
;Bolivia;2020-03-21T12:43:08;19;0;0
;Ghana;2020-03-21T23:13:17;19;1;0
Manitoba;Canada;2020-03-21T17:43:03;18;0;0
Macau;China;2020-03-21T22:13:24;18;0;10
Qinghai;China;2020-03-11T02:18:14;18;0;18
;French Guiana;2020-03-21T21:13:30;18;0;6
;Paraguay;2020-03-21T12:43:08;18;1;0
New Brunswick;Canada;2020-03-21T21:13:30;17;0;0
;Guatemala;2020-03-21T21:13:14;17;1;0
;Rwanda;2020-03-20T20:43:03;17;0;0
Tasmania;Australia;2020-03-21T13:13:35;16;0;3
;Jamaica;2020-03-20T14:13:11;16;1;2
;Togo;2020-03-21T17:43:03;16;0;1
French Polynesia;France;2020-03-21T12:43:08;15;0;0
Alaska;US;2020-03-21T23:13:18;15;0;0
Guam;US;2020-03-21T17:43:03;15;0;0
;Cote d'Ivoire;2020-03-21T12:43:08;14;0;1
;Kyrgyzstan;2020-03-21T17:43:03;14;0;0
;Mauritius;2020-03-21T12:43:08;14;1;0
;Montenegro;2020-03-20T20:43:03;14;0;0
South Dakota;US;2020-03-20T02:43:10;14;1;0
;Maldives;2020-03-15T18:20:18;13;0;0
;Monaco;2020-03-21T13:13:32;11;0;0
Grand Princess;Canada;2020-03-20T03:13:18;10;0;0
;Mongolia;2020-03-21T12:43:08;10;0;0
Gibraltar;United Kingdom;2020-03-19T20:13:52;10;0;2
Australian Capital Territory;Australia;2020-03-21T13:13:35;9;0;0
;Ethiopia;2020-03-20T14:13:11;9;0;0
West Virginia;US;2020-03-21T02:43:03;8;0;0
;Guyana;2020-03-17T10:53:03;7;1;0
;Kenya;2020-03-19T02:33:08;7;0;0
;Mayotte;2020-03-21T13:13:35;7;0;0
;Seychelles;2020-03-20T15:43:24;7;0;0
;Barbados;2020-03-21T02:43:03;6;0;0
Newfoundland and Labrador;Canada;2020-03-21T21:13:29;6;0;0
;Equatorial Guinea;2020-03-19T20:43:03;6;0;0
;Tanzania;2020-03-19T11:33:36;6;0;0
United States Virgin Islands;US;2020-03-21T17:43:03;6;0;0
Aruba;Netherlands;2020-03-20T02:43:10;5;0;0
;Bahamas, The;2020-03-21T02:43:03;4;0;0
New Caledonia;France;2020-03-21T17:43:03;4;0;0
St Martin;France;2020-03-19T09:33:04;4;0;0
;Gabon;2020-03-21T02:13:32;4;1;0
;Suriname;2020-03-20T14:43:04;4;0;0
Northern Territory;Australia;2020-03-20T21:13:29;3;0;0
;Cabo Verde;2020-03-21T15:13:46;3;0;0
;Central African Republic;2020-03-20T20:43:03;3;0;0
;Congo (Brazzaville);2020-03-19T20:13:56;3;0;0
;El Salvador;2020-03-21T12:43:08;3;0;0
Saint Barthelemy;France;2020-03-16T14:38:45;3;0;0
;Liberia;2020-03-21T12:43:08;3;0;0
;Madagascar;2020-03-20T22:13:53;3;0;0
;Namibia;2020-03-19T20:13:52;3;0;0
Curacao;Netherlands;2020-03-19T08:53:03;3;1;0
Cayman Islands;United Kingdom;2020-03-19T20:13:56;3;1;0
;Zimbabwe;2020-03-21T12:43:08;3;0;0
;Angola;2020-03-21T14:43:04;2;0;0
;Benin;2020-03-18T14:13:56;2;0;0
;Bhutan;2020-03-20T14:13:37;2;0;0
Prince Edward Island;Canada;2020-03-19T18:43:03;2;0;0
Greenland;Denmark;2020-03-19T08:13:19;2;0;0
;Guinea;2020-03-21T02:13:32;2;0;0
;Haiti;2020-03-21T14:43:04;2;0;0
;Kosovo;2020-03-15T18:20:19;2;0;0
;Mauritania;2020-03-19T02:33:08;2;0;0
;Nicaragua;2020-03-21T02:13:34;2;0;0
;Saint Lucia;2020-03-17T04:32:19;2;0;0
;Sudan;2020-03-18T12:13:09;2;1;0
Bermuda;United Kingdom;2020-03-21T03:13:14;2;0;0
;Zambia;2020-03-19T01:53:06;2;0;0
;Antigua and Barbuda;2020-03-15T18:20:19;1;0;0
Northwest Territories;Canada;2020-03-21T21:13:30;1;0;0
;Cape Verde;2020-03-21T23:43:02;1;0;0
;Chad;2020-03-21T03:13:14;1;0;0
Tibet;China;2020-03-11T02:18:14;1;0;1
;Djibouti;2020-03-19T14:53:06;1;0;0
;East Timor;2020-03-21T14:43:04;1;0;0
;Eritrea;2020-03-21T21:13:30;1;0;0
;Eswatini;2020-03-15T06:41:54;1;0;0
;Fiji;2020-03-19T14:53:06;1;0;0
;Gambia, The;2020-03-18T14:13:56;1;0;0
;Holy See;2020-03-13T22:22:02;1;0;0
;Nepal;2020-03-13T22:22:03;1;0;1
Sint Maarten;Netherlands;2020-03-20T21:13:30;1;0;0
;Niger;2020-03-20T02:13:52;1;0;0
;Papua New Guinea;2020-03-21T23:43:02;1;0;0
;Saint Vincent and the Grenadines;2020-03-14T16:33:03;1;0;0
;Somalia;2020-03-18T00:53:03;1;0;0
US;US;2020-03-21T19:43:03;1;0;171
;Uganda;2020-03-21T23:43:02;1;0;0
Isle of Man;United Kingdom;2020-03-20T15:13:21;1;0;0
Montserrat;United Kingdom;2020-03-18T11:53:04;1;0;0
From Diamond Princess;Australia;2020-03-14T02:33:04;0;0;0
French Guiana;France;2020-03-18T14:33:15;0;0;0
Guadeloupe;France;2020-03-18T14:33:15;0;0;0
Mayotte;France;2020-03-18T14:33:15;0;0;0
Reunion;France;2020-03-18T14:33:15;0;0;0
;Greenland;2020-03-19T09:33:04;0;0;0
;Guam;2020-03-18T19:14:33;0;0;0
;Guernsey;2020-03-17T18:33:03;0;0;0
;Jersey;2020-03-17T18:33:03;0;0;0
;Puerto Rico;2020-03-17T16:13:14;0;0;0
;Republic of the Congo;2020-03-17T21:33:03;0;0;0
;The Bahamas;2020-03-19T12:13:38;0;0;0
;The Gambia;2020-03-18T14:13:56;0;0;0
