Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Tulsa County, OK;US;2020-03-07T04:43:02;1;0;0
Ulster County, NY;US;2020-03-08T16:23:07;1;0;0
Umatilla, OR;US;2020-03-02T20:23:16;1;0;0
Unassigned Location, VT;US;2020-03-08T06:23:05;1;0;0
Unknown Location, MA;US;2020-03-08T21:23:03;1;0;0
Volusia County, FL;US;2020-03-08T03:03:08;1;0;0
Wake County, NC;US;2020-03-03T20:53:02;1;0;0
Wayne County, PA;US;2020-03-06T16:13:15;1;0;0
Williamson County, TN;US;2020-03-05T23:33:03;1;0;0
Yolo County, CA;US;2020-03-06T20:13:14;1;0;0
;Ukraine;2020-03-03T15:33:02;1;0;0
;Vatican City;2020-03-06T15:43:02;1;0;0
From Diamond Princess;Australia;2020-02-29T02:03:10;0;0;0
Northern Territory;Australia;2020-03-06T04:33:03;0;0;0
Lackland, TX (From Diamond Princess);US;2020-02-24T23:33:02;0;0;0
Montgomery County, TX;US;2020-03-07T19:53:02;0;0;0
Omaha, NE (From Diamond Princess);US;2020-02-24T23:33:02;0;0;0
Travis, CA (From Diamond Princess);US;2020-02-24T23:33:02;0;0;0
